CustomerID,AveMonthSpend
21329,78.93701432
19853,77.24290686
27797,75.29085374
17464,83.8308176
12209,83.26539517
23621,61.8705448
23857,50.11569505
29388,76.7546408
21348,52.34493294
18788,83.86002634
20518,59.45369557
25960,78.66486309
22560,41.66980016
28119,77.76092997
21157,131.7404146
23040,81.24793533
13637,103.4546485
16112,106.1054419
23547,68.80018329
27814,64.49955133
23382,74.85452329
21025,72.54250037
23366,112.7723363
26746,46.84153705
11870,47.57009008
13618,72.94749413
14883,47.06838683
27934,55.70143113
22504,78.75408977
22473,83.97235092
15621,45.51903591
16925,71.59600148
15100,91.31457508
25391,66.27239199
11356,57.09188017
24930,48.56870923
15341,59.66546766
11247,86.5838902
22652,82.02843053
21284,95.26155059
15636,87.02455769
28003,52.47842297
20285,67.55210233
20140,67.71876311
15959,128.1231893
28746,67.09861423
26818,81.41442786
28821,100.7518106
23896,46.51099809
23314,70.58953402
26510,84.44981094
15111,62.09527715
24205,44.77590548
28463,58.40330797
20040,69.61807802
12822,49.36712178
25619,77.3468348
20280,65.66366273
26392,84.92145075
20513,83.7512968
20201,92.30052575
22535,54.93716641
16279,52.5351128
27996,44.29532587
19929,128.1224628
22103,87.97120038
19784,53.19172959
26045,77.88423006
25791,124.0372879
24265,77.86582716
19650,43.70762838
29106,66.5831992
18787,80.97190042
22160,64.22021848
19506,68.25689294
26661,65.95373412
12192,45.56932583
29310,75.80344249
16838,110.6303396
12103,59.92107209
28220,86.21831841
27128,47.44637496
15420,85.32625672
22360,64.60987538
23453,111.547883
13526,42.57159449
24840,147.8800674
13102,50.95813089
11595,93.51409512
26171,73.97230989
13376,93.09965497
27313,56.95019527
18778,71.07800835
26210,53.76802158
22603,53.1305291
15630,39.00135689
26578,71.67773135
11373,44.90794089
28137,50.1466114
12265,66.84011212
12542,76.91257064
15479,52.81489654
14562,86.10786347
13899,157.4186521
29483,75.55209622
24414,116.4142301
13406,152.1690451
29406,43.97437968
28794,65.99754741
19273,38.82145578
14063,49.68273563
11643,56.19892301
13484,121.5535134
25969,121.3807265
13228,77.1600337
22411,40.10760203
27304,86.31120355
17060,150.2411182
27563,119.0720229
27527,69.4780792
28541,44.7764124
28214,96.6871577
21533,166.5399088
11826,56.92525008
18854,78.32310256
14349,46.76481443
25254,42.20980206
14190,73.14329509
22796,147.468233
24309,70.88557593
12768,71.2023116
27133,63.98638276
25907,55.71198493
28023,42.26626172
21520,146.4621661
25554,53.40709079
27715,46.54193787
24917,78.46473941
24788,56.71882135
24378,50.1737554
22049,84.0906071
17872,81.76437588
11502,102.8347651
21074,61.32373006
28153,76.33782187
19940,103.3737669
29157,78.44345245
19775,43.42194453
16182,126.6576908
11068,49.83569682
19864,91.57708947
12498,74.59123404
24232,71.28064257
28314,76.12699481
14753,72.53987423
12550,59.45382867
24801,75.14157746
16327,56.14511123
19587,101.2442673
14252,71.00914995
15186,79.07285279
25454,79.99656156
19857,48.3753878
17861,58.36101585
18079,53.17114983
18706,82.84500472
14603,77.31746869
13401,58.58409477
28447,57.6329598
23020,54.41252003
21557,96.48894507
23206,70.20123864
20429,75.20624273
23214,78.34778031
22027,65.53684274
26370,59.22731095
28518,47.84666206
28221,53.07555704
17984,47.28044455
20321,64.45846545
19824,128.676616
20825,46.44322103
26294,96.20123407
16574,70.93187486
21938,79.80265612
20482,48.85705194
22186,73.24587149
29439,49.39404647
27050,46.03902219
27974,150.1638837
14579,102.8999781
28264,74.62997169
18630,40.71896873
22099,71.73100258
21219,49.79311656
28028,79.61900791
26684,116.1863966
29361,52.30663573
26987,89.01373582
19783,78.55401732
22362,89.9720583
24523,54.88217628
17657,110.8375283
13148,66.63498671
25222,48.10963667
22680,74.64412525
18814,79.20613103
20984,41.53130787
24041,62.60560625
16489,72.65313716
18845,47.38278225
13259,149.5912622
20475,113.270214
13277,129.8390556
11796,57.34455013
19120,85.01252983
22280,111.6452607
29324,47.40301156
11875,80.40287907
14139,50.21191336
24420,104.2015665
24280,63.3922991
18538,72.17853714
23841,57.7506049
14959,91.40299191
14097,71.03851991
13384,87.25919205
19559,152.3699528
12650,146.505166
18777,68.1672217
15831,70.53685293
28593,42.09523078
24914,52.50179195
20961,68.09460757
22048,54.6381676
14338,46.22458032
20830,50.63729885
14697,57.97214294
23952,56.05596841
17877,62.22388488
17837,42.66649125
20543,91.95787195
25894,93.94514528
22863,111.9010166
27826,103.4247746
25356,82.41571022
18610,69.31536484
16852,74.56606779
25360,73.52534616
13487,75.53580027
18963,54.40659528
15698,91.53474457
21611,88.22648624
11258,107.4421534
16036,41.80535168
23354,75.83398945
28641,46.78198884
25455,93.87767806
20996,61.07702852
12760,47.91881986
26843,47.7014047
12939,134.6492071
11807,83.19603932
17560,52.71564952
18998,77.45837242
11215,53.21229496
19116,78.87386828
15839,66.70721503
13930,52.15338382
12093,94.10901697
19731,79.0723218
12514,40.94299696
19038,106.327629
27156,42.63276453
26756,86.49426408
21181,71.76240058
21803,54.71693143
27431,92.31201199
17685,53.55770338
12118,61.35889914
17237,49.97956866
11678,85.34459484
13583,108.389313
14907,51.38597999
20857,57.42570841
24285,64.7881565
24154,64.62859752
12299,142.6896175
15690,135.2170265
27720,137.6500024
24408,132.6593475
26764,81.27257653
25829,103.143965
22616,74.12773411
13725,72.664005
23990,35.12956412
22830,162.7984783
26815,53.1728569
12095,95.91930388
16821,88.29825662
11597,65.48970042
13960,94.34141508
23613,143.7372113
15694,71.90602049
24816,57.02100116
24211,49.3626913
23627,86.63426241
14500,66.66918521
22223,52.50763469
29068,36.3221665
